time,id,x,y,z,vx,vy,vz,yaw,pitch,roll,Team_id,Intent_id
0.4,11,3504.806109,-2934.170008,622.86,-31.13891211,-0.000153571,2.41E-08,-3.141587722,-7.73E-10,0.000156545,3,3
0.4,10,3608.888883,-3569.220009,903.38,-26.71117053,-0.000179027,3.27E-08,-3.141585951,-1.22E-09,0.000182495,3,3
0.4,9,3589.41688,-2774.630007,410.45,-26.73120307,-0.000143461,2.10E-08,-3.141587287,-7.85E-10,0.00014624,3,3
0.4,8,3286.895495,2881.499997,855.83,-35.64505505,-5.97E-05,3.70E-09,-3.141590979,-1.04E-10,6.09E-05,2,2
0.4,7,3259.305,3076.7,1267.29,-35.65,-1.09E-13,9.77E-12,-3.141592654,-2.74E-13,1.15E-13,2,2
0.4,6,3098.225495,2934.400003,1523.09,-35.64505505,5.97E-05,3.62E-09,3.141590979,-1.02E-10,-6.09E-05,2,2
0.5,1,1772.659161,-2579.549972,2879.7,-19.70342626,0.000376103,8.64E-08,3.141573565,-4.38E-09,-0.000296694,1,1
0.5,2,1917.045903,-1409.379937,2958.33,-15.77209899,0.000846586,4.37E-07,3.141538977,-2.77E-08,-0.000667704,1,1
0.5,3,1791.520087,-3667.779922,3103.21,-15.81018706,0.001054055,6.77E-07,3.141525984,-4.28E-08,-0.000830925,1,1
0.5,4,954.7221065,-1752.169948,2517.02,-23.76776408,0.000702041,3.00E-07,3.141563116,-1.26E-08,-0.000553254,1,1
0.5,5,3359.064764,4432.600031,1709.13,-31.7211625,0.000422082,1.09E-07,3.141579348,-3.42E-09,-0.000332584,2,2
0.5,16,4926.020415,4403.051276,2656.75001,-0.736023067,0.017238208,0.000183537,3.11817619,-0.000249295,-0.013676607,5,5
0.5,17,2497.07439,4865.261552,1860.860015,-0.7757256,0.020809617,0.000261611,3.114773083,-0.000337126,-0.016327727,5,5
0.5,15,3669.724742,4467.070721,2296.710003,-0.707315487,0.009799795,6.03E-05,3.127738627,-8.53E-05,-0.00784123,5,5
0.5,14,-4493.209681,-963.6609168,2907.690001,0.004302402,-3.958886196,1.12E-05,-1.569709556,-2.84E-06,0.003386249,4,4
0.5,13,-2876.059714,-10.65716955,2897.890001,0.003850994,-3.999773349,8.97E-06,-1.569833524,-2.24E-06,0.003024565,4,4
0.5,12,-2743.009799,-2271.590486,2489.7,0.002715073,3.884121597,4.51E-06,1.570097308,-1.16E-06,-0.002145334,4,4
0.5,11,3502.037777,-2934.170045,622.86,-27.68332088,-0.000602464,2.21E-07,-3.141570891,-7.99E-09,0.00047496,3,3
0.5,10,3606.512107,-3569.220052,903.38,-23.76776408,-0.000702041,3.00E-07,-3.141563116,-1.26E-08,0.000553254,3,3
0.5,9,3587.036311,-2774.630042,410.45,-23.80569138,-0.000562421,1.93E-07,-3.141569028,-8.09E-09,0.000443079,3,3
0.5,8,3283.720755,2881.499983,855.83,-31.74739352,-0.000234114,3.34E-08,-3.141585279,-1.05E-09,0.000184442,2,2
0.5,7,3256.129325,3076.7,1267.29,-31.75675,-3.58E-13,-1.72E-11,-3.141592654,5.40E-13,2.61E-13,2,2
0.5,6,3095.050755,2934.400017,1523.09,-31.74739352,0.000234114,3.33E-08,3.141585279,-1.05E-09,-0.000184442,2,2
0.6,1,1770.911306,-2579.549909,2879.7,-17.47855329,0.000923675,3.55E-07,3.141539807,-2.03E-08,-0.000601469,1,1
0.6,2,1915.646278,-1409.379796,2958.33,-13.99625314,0.00207802,1.79E-06,3.141444184,-1.28E-07,-0.001352451,1,1
0.6,3,1790.115045,-3667.779746,3103.21,-14.05042329,0.002586139,2.77E-06,3.141408592,-1.97E-07,-0.001681352,1,1
0.6,4,952.6071096,-1752.169831,2517.02,-21.14996912,0.001723011,1.23E-06,3.141511187,-5.81E-08,-0.001119564,1,1
0.6,5,3356.240406,4432.600102,1709.13,-28.24357935,0.001036098,4.44E-07,3.141555969,-1.57E-08,-0.000673077,2,2
0.6,16,4925.957577,4403.054066,2656.750046,-0.627699067,0.041066089,0.00070848,3.076262545,-0.001126285,-0.026855686,5,5
0.6,17,2497.005797,4865.26493,1860.860063,-0.685052964,0.049134736,0.000964211,3.06999127,-0.001403891,-0.031326135,5,5
0.6,15,3669.666194,4467.072303,2296.710015,-0.585233351,0.023528311,0.000242337,3.101410994,-0.000413752,-0.015714117,5,5
0.6,14,-4493.208965,-964.0131695,2907.690003,0.010485221,-3.522518657,4.52E-05,-1.56781971,-1.28E-05,0.006786024,4,4
0.6,13,-2876.059073,-11.01520798,2897.890002,0.009368232,-3.580378224,3.57E-05,-1.568179785,-9.98E-06,0.006035739,4,4
0.6,12,-2743.009348,-2271.248908,2489.700001,0.00663945,3.415774729,1.84E-05,1.568852568,-5.39E-06,-0.004334119,4,4
0.6,11,3499.57678,-2934.170145,622.8600001,-24.60996664,-0.001479365,9.08E-07,-3.141532541,-3.69E-08,0.000962065,3,3
0.6,10,3604.39711,-3569.220169,903.3800001,-21.14996912,-0.001723011,1.23E-06,-3.141511187,-5.81E-08,0.001119564,3,3
0.6,9,3584.915933,-2774.630136,410.4500001,-21.20377257,-0.001379943,7.87E-07,-3.141527574,-3.71E-08,0.000896019,3,3
0.6,8,3280.892677,2881.499943,855.83,-28.28077739,-0.000574602,1.37E-07,-3.141572336,-4.83E-09,0.000373141,2,2
0.6,7,3253.299921,3076.7,1267.29,-28.29404125,-5.91E-13,-4.83E-11,-3.141592654,1.71E-12,2.78E-13,2,2
0.6,6,3092.222677,2934.400057,1523.09,-28.28077739,0.000574602,1.37E-07,3.141572336,-4.83E-09,-0.000373141,2,2
0.7,1,1769.361323,-2579.549777,2879.7,-15.49983008,0.001817117,1.01E-06,3.141475419,-6.55E-08,-0.001017339,1,1
0.7,2,1914.40458,-1409.379499,2958.33,-12.41697786,0.004085083,5.12E-06,3.141263662,-4.12E-07,-0.002284955,1,1
0.7,3,1788.866493,-3667.779377,3103.210001,-12.4855174,0.005081575,7.89E-06,3.141185656,-6.32E-07,-0.002837388,1,1
0.7,4,950.7249212,-1752.169585,2517.02,-18.82188452,0.003387513,3.50E-06,3.141412676,-1.86E-07,-0.001890075,1,1
0.7,5,3353.725331,4432.60025,1709.13,-25.15075258,0.002037642,1.27E-06,3.141511636,-5.04E-08,-0.001136599,2,2
0.7,16,4925.904175,4403.059667,2656.750136,-0.531558168,0.076902644,0.001803987,2.997915539,-0.00335879,-0.042776231,5,5
0.7,17,2496.945036,4865.271685,1860.860179,-0.604654071,0.091274155,0.00233148,2.991771116,-0.003812678,-0.048628712,5,5
0.7,15,3669.618427,4467.075487,2296.710048,-0.476723665,0.044427109,0.000649681,3.048668463,-0.001356924,-0.025708727,5,5
0.7,14,-4493.207478,-964.3266901,2907.690009,0.020412289,-3.135176765,0.000125101,-1.564285689,-3.99E-05,0.011294781,4,4
0.7,13,-2876.057743,-11.33600627,2897.890007,0.018203414,-3.207960044,9.81E-05,-1.565121936,-3.06E-05,0.009999726,4,4
0.7,12,-2743.008408,-2270.948951,2489.700004,0.012971897,2.999558797,5.20E-05,1.566471752,-1.73E-05,-0.007279824,4,4
0.7,11,3497.38911,-2934.170357,622.8600002,-21.87670049,-0.002910267,2.59E-06,-3.141459623,-1.19E-07,0.001626102,3,3
0.7,10,3602.514921,-3569.220415,903.3800003,-18.82188452,-0.003387513,3.50E-06,-3.141412676,-1.86E-07,0.001890075,3,3
0.7,9,3583.026957,-2774.630333,410.4500002,-18.88976249,-0.002712183,2.24E-06,-3.141449074,-1.19E-07,0.001511556,3,3
0.7,8,3278.372911,2881.499861,855.83,-25.19766266,-0.001129858,3.89E-07,-3.141547814,-1.54E-08,0.000629865,2,2
0.7,7,3250.778483,3076.7,1267.29,-25.21438317,-9.45E-13,-6.10E-11,-3.141592654,2.42E-12,4.24E-13,2,2
0.7,6,3089.702911,2934.400139,1523.09,-25.19766266,0.001129858,3.89E-07,3.141547814,-1.54E-08,-0.000629865,2,2
0.8,1,1767.98732,-2579.54954,2879.7,-13.74003199,0.003131705,2.36E-06,3.141364728,-1.72E-07,-0.001550354,1,1
0.8,2,1913.303325,-1409.378967,2958.330001,-11.01254602,0.007033925,1.19E-05,3.140953934,-1.08E-06,-0.003476956,1,1
0.8,3,1787.757099,-3667.778714,3103.210001,-11.09394003,0.008745307,1.82E-05,3.140804358,-1.64E-06,-0.004312043,1,1
0.8,4,949.0497732,-1752.169142,2517.020001,-16.75147941,0.005834862,8.10E-06,3.141244334,-4.84E-07,-0.002874596,1,1
0.8,5,3351.485318,4432.600516,1709.13,-22.40012853,0.003511359,2.93E-06,3.141435897,-1.31E-07,-0.001729425,2,2
0.8,16,4925.859229,4403.069122,2656.75031,-0.442826812,0.123020018,0.003483341,2.870619451,-0.007578974,-0.059191347,5,5
0.8,17,2496.891356,4865.283054,1860.860392,-0.529468909,0.145180681,0.004259784,2.87396981,-0.007758837,-0.065518368,5,5
0.8,15,3669.580259,4467.080866,2296.710115,-0.378858031,0.071726163,0.001342415,2.954485157,-0.003481462,-0.036863892,5,5
0.8,14,-4493.204834,-964.6058465,2907.690023,0.034703147,-2.791477354,0.000278341,-1.558365146,-9.97E-05,0.016848961,4,4
0.8,13,-2876.055382,-11.62374694,2897.890018,0.030887477,-2.877340842,0.000215985,-1.560062009,-7.51E-05,0.014842326,4,4
0.8,12,-2743.006732,-2270.685973,2489.70001,0.022135615,2.629738423,0.000118021,1.562379105,-4.49E-05,-0.010971559,4,4
0.8,11,3495.444518,-2934.170737,622.8600005,-19.44591696,-0.005016471,6.01E-06,-3.141334683,-3.09E-07,0.00247663,3,3
0.8,10,3600.839773,-3569.220858,903.3800007,-16.75147941,-0.005834862,8.10E-06,-3.141244334,-4.84E-07,0.002874596,3,3
0.8,9,3581.343775,-2774.630687,410.4500004,-16.83182315,-0.004670063,5.17E-06,-3.141315199,-3.07E-07,0.002297003,3,3
0.8,8,3276.127348,2881.499714,855.8300001,-22.45562888,-0.001946682,9.00E-07,-3.141505963,-4.01E-08,0.000957979,2,2
0.8,7,3248.530942,3076.7,1267.29,-22.47540273,-1.24E-12,-5.16E-11,-3.141592654,2.30E-12,4.12E-13,2,2
0.8,6,3087.457348,2934.400286,1523.09,-22.45562888,0.001946682,9.00E-07,3.141505963,-4.01E-08,-0.000957979,2,2
0.9,1,1766.769825,-2579.549155,2879.7,-12.17494604,0.004940229,4.78E-06,3.141186883,-3.92E-07,-0.002207186,1,1
0.9,2,1912.326962,-1409.378101,2958.330002,-9.763635163,0.011083105,2.39E-05,3.140457513,-2.45E-06,-0.004940777,1,1
0.9,3,1786.771444,-3667.777637,3103.210003,-9.856545046,0.013772193,3.67E-05,3.140195391,-3.72E-06,-0.006118607,1,1
0.9,4,947.5587464,-1752.168422,2517.020001,-14.91026719,0.009199762,1.63E-05,3.140975645,-1.10E-06,-0.004083833,1,1
0.9,5,3349.489932,4432.60095,1709.130001,-19.9538609,0.005539769,5.93E-06,3.141315025,-2.97E-07,-0.002458593,2,2
0.9,16,4925.822254,4403.083162,2656.75058,-0.35577198,0.173991591,0.005384349,2.686740397,-0.013594669,-0.073052393,5,5
0.9,17,2496.844528,4865.299944,1860.860704,-0.454030184,0.205311892,0.006229833,2.716911732,-0.012501686,-0.078881235,5,5
0.9,15,3669.550795,4467.088848,2296.710229,-0.287859996,0.102473686,0.0022745,2.799596444,-0.007443679,-0.0476859,5,5
0.9,14,-4493.200598,-964.8545254,2907.69005,0.053808848,-2.486576581,0.000534,-1.549159973,-0.000214703,0.023339283,4,4
0.9,13,-2876.051606,-11.88214995,2897.890038,0.047797347,-2.583870545,0.000409889,-1.552300084,-0.000158607,0.020448557,4,4
0.9,12,-2743.004041,-2270.455844,2489.700021,0.03445189,2.301192229,0.000231687,1.555826123,-0.00010067,-0.015373731,4,4
0.9,11,3493.716101,-2934.171356,622.8600011,-17.2841715,-0.00791622,1.22E-05,-3.14113465,-7.04E-07,0.003524386,3,3
0.9,10,3599.348746,-3569.221578,903.3800015,-14.91026719,-0.009199762,1.63E-05,-3.140975645,-1.10E-06,0.004083833,3,3
0.9,9,3579.843611,-2774.631263,410.4500009,-15.00163889,-0.007360571,1.04E-05,-3.141102003,-6.95E-07,0.00326025,3,3
0.9,8,3274.125653,2881.499473,855.8300002,-20.01694769,-0.003070644,1.82E-06,-3.141439251,-9.07E-08,0.001361235,2,2
0.9,7,3246.527001,3076.7,1267.29,-20.03941353,-1.60E-12,-8.71E-12,-3.141592654,4.34E-13,5.07E-13,2,2
0.9,6,3085.455653,2934.400527,1523.09,-20.01694769,0.003070644,1.82E-06,3.141439251,-9.07E-08,-0.001361235,2,2
1,1,1765.691521,-2579.54857,2879.700001,-10.7830382,0.007313486,8.79E-06,3.140914414,-8.15E-07,-0.002994959,1,1
1,2,1911.461655,-1409.37679,2958.330004,-8.653061643,0.016384038,4.38E-05,3.139699218,-5.07E-06,-0.00668872,1,1
1,3,1785.895813,-3667.776008,3103.210007,-8.756305751,0.020347491,6.70E-05,3.139268905,-7.65E-06,-0.008269831,1,1
1,4,946.2314547,-1752.167332,2517.020003,-13.27291399,0.013613465,3.00E-05,3.140566996,-2.26E-06,-0.005529042,1,1
1,5,3347.712103,4432.601607,1709.130001,-17.77829083,0.008204217,1.09E-05,3.14113118,-6.12E-07,-0.003331758,2,2
1,16,4925.793238,4403.101886,2656.75092,-0.266615646,0.220661835,0.00677865,2.450223663,-0.019584099,-0.081220391,5,5
1,17,2496.804771,4865.322611,1860.861077,-0.37518261,0.263167541,0.007457645,2.52990188,-0.016271737,-0.085955019,5,5
1,15,3669.529445,4467.099449,2296.710392,-0.199875654,0.13088462,0.003259485,2.561829332,-0.013641936,-0.05631387,5,5
1,14,-4493.1943,-965.0761789,2907.690096,0.077978443,-2.216074501,0.000917856,-1.535623194,-0.000413925,0.030600426,4,4
1,13,-2876.046,-12.11451836,2897.890073,0.069129636,-2.323344144,0.000696384,-1.541050735,-0.000299601,0.026655578,4,4
1,12,-2743.000031,-2270.25489,2489.700042,0.050113889,2.009326765,0.000408603,1.545860859,-0.00020329,-0.02041804,4,4
1,11,3492.179929,-2934.172294,622.8600022,-15.36172092,-0.011725958,2.24E-05,-3.140829331,-1.46E-06,0.004781086,3,3
1,10,3598.021455,-3569.222668,903.380003,-13.27291399,-0.013613465,3.00E-05,-3.140566996,-2.26E-06,0.005529042,3,3
1,9,3578.506208,-2774.632136,410.4500019,-13.37402715,-0.010887649,1.91E-05,-3.140778565,-1.42E-06,0.004409461,3,3
1,8,3272.340847,2881.499109,855.8300003,-17.84806453,-0.004546594,3.33E-06,-3.141337915,-1.87E-07,0.001843693,2,2
1,7,3244.739711,3076.7,1267.29,-17.87289809,-1.92E-12,-3.40E-11,-3.141592654,1.90E-12,4.97E-13,2,2
1,6,3083.670847,2934.400891,1523.09,-17.84806453,0.004546594,3.33E-06,3.141337915,-1.87E-07,-0.001843693,2,2
1.1,1,1764.737005,-2579.54773,2879.700002,-9.545157021,0.01032043,1.51E-05,3.140511432,-1.58E-06,-0.003921034,1,1
1.1,2,1910.695099,-1409.374911,2958.330008,-7.665543418,0.023080543,7.47E-05,3.138581716,-9.75E-06,-0.008732314,1,1
1.1,3,1785.118003,-3667.773672,3103.210012,-7.778079383,0.028646275,0.000113798,3.137909721,-1.46E-05,-0.010776871,1,1
1.1,4,945.0497652,-1752.165766,2517.020006,-11.81688967,0.01920439,5.11E-05,3.13996749,-4.32E-06,-0.007221574,1,1
1.1,5,3346.127754,4432.602551,1709.130002,-15.84348359,0.011585556,1.86E-05,3.140861403,-1.17E-06,-0.004356997,2,2
1.1,16,4925.77231,4403.124555,2656.751267,-0.1776245,0.253325757,0.006926507,2.182307303,-0.022383624,-0.0815973,5,5
1.1,17,2496.772404,4865.350489,1860.861443,-0.294865946,0.309989988,0.007323352,2.331195329,-0.017115707,-0.085071979,5,5
1.1,15,3669.515808,4467.112136,2296.710595,-0.113519153,0.148759595,0.00402929,2.222631852,-0.021529206,-0.061073312,5,5
1.1,14,-4493.185459,-965.2738616,2907.690168,0.10721897,-1.975925472,0.001445468,-1.516586831,-0.000730465,0.03840186,4,4
1.1,13,-2876.038142,-12.32377647,2897.890127,0.094870724,-2.091926792,0.001083265,-1.525476498,-0.0005173,0.033247418,4,4
1.1,12,-2742.99439,-2270.079847,2489.700075,0.069153931,1.749994092,0.000662222,1.531300212,-0.000378119,-0.025995017,4,4
1.1,11,3490.814717,-2934.173643,622.8600041,-13.65211388,-0.016561174,3.84E-05,-3.140379569,-2.81E-06,0.006259161,3,3
1.1,10,3596.839765,-3569.224234,903.3800055,-11.81688967,-0.01920439,5.11E-05,-3.13996749,-4.32E-06,0.007221574,3,3
1.1,9,3577.313548,-2774.633389,410.4500035,-11.92659175,-0.015352655,3.24E-05,-3.140305392,-2.72E-06,0.005752678,3,3
1.1,8,3270.748933,2881.498585,855.8300006,-15.91913693,-0.006419038,5.69E-06,-3.141189426,-3.57E-07,0.002409601,2,2
1.1,7,3243.145106,3076.7,1267.29,-15.94604673,-2.03E-12,-3.64E-11,-3.141592654,2.28E-12,3.25E-13,2,2
1.1,6,3082.078933,2934.401415,1523.090001,-15.91913693,0.006419038,5.69E-06,3.141189426,-3.57E-07,-0.002409601,2,2
1.2,1,1763.892578,-2579.546573,2879.700003,-8.444269938,0.014027964,2.44E-05,3.139931415,-2.89E-06,-0.004992715,1,1
1.2,2,1910.016348,-1409.372323,2958.330014,-6.787488706,0.031307396,0.000120296,3.136980171,-1.77E-05,-0.011081338,1,1
1.2,3,1784.42716,-3667.770458,3103.210021,-6.908397052,0.038831639,0.000182474,3.135971779,-2.64E-05,-0.01364798,1,1
1.2,4,943.9975485,-1752.163606,2517.02001,-10.52215721,0.026098145,8.24E-05,3.139112355,-7.83E-06,-0.009172294,1,1
1.2,5,3344.715472,4432.603856,1709.130004,-14.1228166,0.015764538,3.01E-05,3.140476408,-2.13E-06,-0.005542556,2,2
1.2,16,4925.759165,4403.149784,2656.751549,-0.097575811,0.268049651,0.005635269,1.919907364,-0.019752478,-0.07378716,5,5
1.2,17,2496.747341,4865.382322,1860.861733,-0.220132463,0.340805756,0.005812873,2.144296371,-0.014326403,-0.076041548,5,5
1.2,15,3669.509386,4467.125915,2296.710814,-0.033456616,0.149454527,0.004315675,1.791023689,-0.028171297,-0.061286147,5,5
1.2,14,-4493.173606,-965.4502604,2907.690273,0.14125039,-1.762362144,0.002114202,-1.490818952,-0.001195806,0.046441666,4,4
1.2,13,-2876.027621,-12.51250157,2897.890205,0.124765284,-1.886092312,0.00156417,-1.504742415,-0.000827509,0.039953007,4,4
1.2,12,-2742.986814,-2269.927822,2489.700125,0.091404834,1.519414979,0.001000098,1.510710827,-0.000657024,-0.031946062,4,4
1.2,11,3489.601534,-2934.175505,622.8600072,-12.13182657,-0.022536803,6.22E-05,-3.139734996,-5.13E-06,0.007971399,3,3
1.2,10,3595.787549,-3569.226394,903.3800096,-10.52215721,-0.026098145,8.24E-05,-3.139112355,-7.83E-06,0.009172294,3,3
1.2,9,3576.249606,-2774.635116,410.4500061,-10.63941431,-0.020854343,5.22E-05,-3.139632554,-4.90E-06,0.007297329,3,3
1.2,8,3269.328571,2881.497863,855.8300011,-14.20362382,-0.00873234,9.19E-06,-3.140977857,-6.47E-07,0.003063251,2,2
1.2,7,3241.721872,3076.7,1267.29,-14.23234733,-1.94E-12,-4.18E-11,-3.141592654,2.94E-12,1.33E-13,2,2
1.2,6,3080.658571,2934.402137,1523.090001,-14.20362382,0.00873234,9.19E-06,3.140977857,-6.47E-07,-0.003063251,2,2
1.3,1,1763.146054,-2579.545027,2879.700005,-7.465228672,0.018500269,3.79E-05,3.139114467,-5.07E-06,-0.006216879,1,1
1.3,2,1909.415664,-1409.368879,2958.330023,-6.006807436,0.041187736,0.000184979,3.134735918,-3.08E-05,-0.013742612,1,1
1.3,3,1783.813626,-3667.766181,3103.210035,-6.135276058,0.051051534,0.000279308,3.133271862,-4.55E-05,-0.016886892,1,1
1.3,4,943.0604571,-1752.160723,2517.020016,-9.370896185,0.034416883,0.000127084,3.137919928,-1.36E-05,-0.011390843,1,1
1.3,5,3343.456211,4432.6056,1709.130006,-12.59261276,0.020821891,4.66E-05,3.139939155,-3.70E-06,-0.006896519,2,2
1.3,16,4925.752696,4403.176181,2656.751724,-0.035703266,0.269948909,0.003523457,1.702292484,-0.012938906,-0.059043353,5,5
1.3,17,2496.728734,4865.416626,1860.861911,-0.159457269,0.356595831,0.003595264,1.991290386,-0.009203636,-0.060266261,5,5
1.3,15,3669.5094,4467.139787,2296.711005,0.030842731,0.136366882,0.003769813,1.348364122,-0.026957047,-0.057101013,5,5
1.3,14,-4493.158312,-965.6077177,2907.690418,0.179458843,-1.5718455,0.002895641,-1.457117763,-0.0018303,0.054345883,4,4
1.3,13,-2876.014063,-12.68295069,2897.890311,0.158286796,-1.702582905,0.002114128,-1.478094167,-0.001236386,0.046449326,4,4
1.3,12,-2742.977029,-2269.796263,2489.700195,0.116457211,1.314112897,0.001419481,1.482406835,-0.001075965,-0.038057625,4,4
1.3,11,3488.523539,-2934.177995,622.8600121,-10.77993854,-0.029767108,9.66E-05,-3.138831318,-8.96E-06,0.009930473,3,3
1.3,10,3594.850457,-3569.229277,903.380016,-9.370896185,-0.034416883,0.000127084,-3.137919928,-1.36E-05,0.011390843,3,3
1.3,9,3575.300127,-2774.637421,410.4500101,-9.494779676,-0.027488307,8.02E-05,-3.138697565,-8.45E-06,0.009049609,3,3
1.3,8,3268.060779,2881.496896,855.8300018,-12.67792027,-0.011530749,1.42E-05,-3.14068314,-1.12E-06,0.003808782,2,2
